split,NOC,Year,total_actual,gold_actual,total_pred,gold_pred,total_pred_10_90_lo,total_pred_10_90_hi,gold_pred_10_90_lo,gold_pred_10_90_hi,total_pred_2_97_lo,total_pred_2_97_hi,gold_pred_2_97_lo,gold_pred_2_97_hi
2016->2020,AZE,2020,7.0,0.0,3.1330051825670013,0.45319969263418936,0.0,7.0,0.0,1.0,0.0,10.0,0.0,2.0
2016->2020,BAH,2020,2.0,2.0,0.48162585098154637,0.14562679741609771,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0
2016->2020,BAN,2020,0.0,0.0,0.12112235912603687,0.0403181747971752,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,BAR,2020,0.0,0.0,0.1527629457433624,0.05079659981090636,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,BDI,2020,0.0,0.0,0.14996013769449304,0.03976327016680488,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,BEL,2020,7.0,3.0,5.314177268800305,1.4181342505470114,1.0,11.0,0.0,3.0,0.0,16.0,0.0,5.0
2016->2020,BEN,2020,0.0,0.0,0.13889162358878535,0.046567587262658854,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,BER,2020,1.0,1.0,0.04966896849508272,0.015756276332975612,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016->2020,BHU,2020,0.0,0.0,0.09155801730787429,0.02979541100766736,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016->2020,BIH,2020,0.0,0.0,0.13295455143004595,0.0447020221798383,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,BIZ,2020,0.0,0.0,0.07113259944939868,0.022878565067801546,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016->2020,BLR,2020,7.0,1.0,6.340019499766831,1.1763916779318664,1.0,13.0,0.0,3.0,0.0,18.0,0.0,5.0
2016->2020,BOL,2020,0.0,0.0,0.09832649069169669,0.032520999528592845,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,BOT,2020,1.0,0.0,0.286875910604073,0.08789560013446429,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0
2016->2020,BRA,2020,21.0,7.0,23.729467355467882,6.382193384005491,7.0,45.0,1.0,13.0,3.0,62.0,0.0,19.0
2016->2020,BRN,2020,1.0,0.0,0.8459860714481553,0.28345903883977625,0.0,2.0,0.0,1.0,0.0,4.0,0.0,2.0
2016->2020,BRU,2020,0.0,0.0,0.05365070648520504,0.016834386173815337,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016->2020,BUL,2020,6.0,3.0,1.821250469074293,0.3347856623322084,0.0,4.0,0.0,1.0,0.0,6.0,0.0,2.0
2016->2020,BUR,2020,1.0,0.0,0.1410056911700928,0.04716042529134605,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,CAF,2020,0.0,0.0,0.05064647072156051,0.016055910300816812,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016->2020,CAM,2020,0.0,0.0,0.06805464808056505,0.021938727128899233,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016->2020,CAN,2020,24.0,7.0,32.18738464647571,6.409960798605665,9.0,62.0,1.0,13.0,5.0,87.0,0.0,19.0
2016->2020,CAY,2020,0.0,0.0,0.1053592761251897,0.0345391416824911,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,CGO,2020,0.0,0.0,0.06566620561276494,0.02120791079509516,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016->2020,CHA,2020,0.0,0.0,0.07276867401077575,0.02337726989329137,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016->2020,CHI,2020,0.0,0.0,1.094376447879757,0.37800827887429034,0.0,3.0,0.0,1.0,0.0,4.0,0.0,2.0
2016->2020,CHN,2020,89.0,38.0,73.93097930356714,27.83616178303172,22.0,139.0,7.0,54.0,11.0,192.0,3.0,75.0
2016->2020,CIV,2020,1.0,0.0,0.8228172899713645,0.2645726905301101,0.0,2.0,0.0,1.0,0.0,3.0,0.0,2.0
2016->2020,CMR,2020,0.0,0.0,0.2601461225886634,0.0825963739966,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0
2016->2020,COD,2020,0.0,0.0,0.14249353917465996,0.047736142703827936,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,COK,2020,0.0,0.0,0.11758916728635724,0.03920416067448413,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,COL,2020,5.0,0.0,3.3387607776563244,0.7883942408084397,0.0,7.0,0.0,2.0,0.0,10.0,0.0,3.0
2016->2020,COM,2020,0.0,0.0,0.07234743035232712,0.022642222015258454,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016->2020,CPV,2020,0.0,0.0,0.12245707012849079,0.04073574074738821,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,CRC,2020,0.0,0.0,0.26552288470445357,0.08937110013511955,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0
2016->2020,CRO,2020,8.0,3.0,3.1878308513460865,0.9609853404256087,0.0,7.0,0.0,3.0,0.0,10.0,0.0,4.0
2016->2020,CUB,2020,15.0,7.0,5.391972457444045,1.407286733372471,1.0,11.0,0.0,3.0,0.0,17.0,0.0,5.0
2016->2020,CYP,2020,0.0,0.0,0.3029815794229017,0.0930716641112722,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0
2016->2020,CZE,2020,11.0,4.0,6.8999262589444985,1.4990602723331592,1.0,14.0,0.0,4.0,0.0,20.0,0.0,6.0
2016->2020,DEN,2020,11.0,3.0,7.0265570507440245,1.3688703689701518,1.0,14.0,0.0,3.0,0.0,20.0,0.0,5.0
2016->2020,DJI,2020,0.0,0.0,0.08650358211337052,0.02779513126349627,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,DMA,2020,0.0,0.0,0.0541504448346235,0.017109102379934887,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016->2020,DOM,2020,5.0,0.0,1.8016984579691264,0.5416792357168599,0.0,4.0,0.0,2.0,0.0,6.0,0.0,3.0
2016->2020,ECU,2020,3.0,2.0,0.8259413287038709,0.2896259206205043,0.0,2.0,0.0,1.0,0.0,3.0,0.0,2.0
2016->2020,EGY,2020,6.0,1.0,4.771476090092797,0.8830207551300363,1.0,10.0,0.0,2.0,0.0,15.0,0.0,4.0
2016->2020,EOR,2020,0.0,0.0,1.696994384828177,0.3028421899849013,0.0,4.0,0.0,1.0,0.0,6.0,0.0,2.0
2016->2020,ERI,2020,0.0,0.0,0.24735881524827977,0.08176191631263925,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0
2016->2020,ESA,2020,0.0,0.0,0.10120207270416691,0.033428358053758184,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,ESP,2020,17.0,3.0,26.294656304927376,7.368231541222675,7.0,50.0,1.0,15.0,3.0,72.0,0.0,22.0
2016->2020,EST,2020,2.0,1.0,0.915883435699564,0.21675236325264255,0.0,2.0,0.0,1.0,0.0,4.0,0.0,2.0
2016->2020,ETH,2020,4.0,1.0,2.1038388298354014,0.478173297595146,0.0,5.0,0.0,1.0,0.0,7.0,0.0,3.0
2016->2020,FIJ,2020,2.0,1.0,0.6406886006637353,0.24554771869647804,0.0,2.0,0.0,1.0,0.0,3.0,0.0,2.0
2016->2020,FIN,2020,2.0,0.0,1.3849506843000083,0.3065916002578962,0.0,3.0,0.0,1.0,0.0,5.0,0.0,2.0
2016->2020,FRA,2020,33.0,10.0,47.585468009440454,12.404625331523842,14.0,90.0,3.0,25.0,6.0,127.0,1.0,35.0
2016->2020,FSM,2020,0.0,0.0,0.09540229604286433,0.025282527899202382,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016->2020,GAB,2020,0.0,0.0,0.11750553423994455,0.03406562497302787,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,GAM,2020,0.0,0.0,0.0879098042814212,0.028663300843883677,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,GBR,2020,64.0,22.0,59.96720537207561,21.695350403723854,18.0,112.0,5.0,43.0,9.0,156.0,2.0,60.0
2016->2020,GBS,2020,0.0,0.0,0.11555409680901658,0.03277972485162473,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,GEO,2020,8.0,2.0,1.8003962359650807,0.4178481766500292,0.0,4.0,0.0,1.0,0.0,6.0,0.0,2.0
2016->2020,GEQ,2020,0.0,0.0,0.07554515139460094,0.024139071667693517,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016->2020,GER,2020,37.0,10.0,52.691265306834325,16.775108646123268,16.0,98.0,4.0,34.0,8.0,136.0,1.0,48.0
2016->2020,GHA,2020,1.0,0.0,0.2521506161734601,0.0874392926941411,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0
2016->2020,GRE,2020,4.0,2.0,3.683379755781067,1.0510000819033283,0.0,8.0,0.0,3.0,0.0,11.0,0.0,4.0
2016->2020,GRN,2020,1.0,0.0,0.16765690470671646,0.047003635730680816,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,GUA,2020,0.0,0.0,0.46517508714420697,0.1470889351137196,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0
2016->2020,GUI,2020,0.0,0.0,0.10450013735192502,0.03445991439157919,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,GUM,2020,0.0,0.0,0.10449767483590129,0.034459914381692075,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,GUY,2020,0.0,0.0,0.13881988949111948,0.04654497415469203,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,HAI,2020,0.0,0.0,0.11671278598846935,0.03892507601130421,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,HKG,2020,6.0,1.0,0.8459788067213924,0.2705750255597666,0.0,2.0,0.0,1.0,0.0,4.0,0.0,2.0
2016->2020,HON,2020,0.0,0.0,0.4563194802988506,0.16527407933514998,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0
2016->2020,HUN,2020,20.0,6.0,12.971894844762042,4.44120490831521,3.0,25.0,1.0,10.0,1.0,35.0,0.0,14.0
2016->2020,INA,2020,5.0,1.0,1.1203627490266872,0.24858115941997838,0.0,3.0,0.0,1.0,0.0,4.0,0.0,2.0
2016->2020,IND,2020,7.0,1.0,4.254322866273769,0.8235478363533535,1.0,9.0,0.0,2.0,0.0,13.0,0.0,4.0
2016->2020,IRI,2020,7.0,3.0,3.6619196583436775,1.1121492001904407,0.0,8.0,0.0,3.0,0.0,12.0,0.0,4.0
2016->2020,IRL,2020,4.0,2.0,4.351446663189714,0.9297556004146589,1.0,9.0,0.0,2.0,0.0,14.0,0.0,4.0
2016->2020,IRQ,2020,0.0,0.0,0.06240368410228545,0.02020514288646034,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016->2020,ISL,2020,0.0,0.0,0.09137086278966568,0.027427850721519972,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,ISR,2020,4.0,2.0,2.3569956981606057,0.5876804134052067,0.0,5.0,0.0,2.0,0.0,8.0,0.0,3.0
2016->2020,ISV,2020,0.0,0.0,0.08490863228614008,0.027674263069225945,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,ITA,2020,40.0,10.0,38.29636925532505,10.665240838491318,11.0,71.0,2.0,22.0,4.9750000000000085,102.0,1.0,31.0
2016->2020,IVB,2020,0.0,0.0,0.07167397389579881,0.0226832674081012,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016->2020,JAM,2020,9.0,4.0,4.045240185455769,1.222315244977311,1.0,8.0,0.0,3.0,0.0,12.0,0.0,5.0
2016->2020,JOR,2020,2.0,0.0,0.32908998505757475,0.11951976091228118,0.0,1.0,0.0,0.1000000000003638,0.0,2.0,0.0,1.0
2016->2020,JPN,2020,58.0,27.0,72.37442180522692,20.270513766309048,21.0,138.0,5.0,40.0,10.0,193.0,2.0,57.0
2016->2020,KAZ,2020,8.0,0.0,7.035405587278405,1.341305673929168,1.0,14.0,0.0,3.0,0.0,21.0,0.0,5.0
2016->2020,KEN,2020,10.0,4.0,6.1226171856868445,1.6723986360099363,1.0,13.0,0.0,4.0,0.0,18.0,0.0,6.0
2016->2020,KGZ,2020,3.0,0.0,0.3537624760415352,0.10040323925192322,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0
2016->2020,KIR,2020,0.0,0.0,0.07411583417324304,0.022892937421955525,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016->2020,KOR,2020,20.0,6.0,23.35065319436879,7.648530018626726,6.0,46.0,1.0,16.0,3.0,62.0,0.0,23.0
2016->2020,KOS,2020,2.0,2.0,0.7519987672729479,0.1964490864912052,0.0,2.0,0.0,1.0,0.0,3.0,0.0,1.0
2016->2020,KSA,2020,1.0,0.0,0.6938171388166342,0.21642881166933084,0.0,2.0,0.0,1.0,0.0,3.0,0.0,2.0
2016->2020,KUW,2020,1.0,0.0,0.2405578684053505,0.06356788409834518,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0
2016->2020,LAO,2020,0.0,0.0,0.08669488380133497,0.028274244907156694,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,LAT,2020,2.0,1.0,0.8727792055583451,0.25175307471236313,0.0,2.0,0.0,1.0,0.0,4.0,0.0,2.0
2016->2020,LBA,2020,0.0,0.0,0.08474797807481312,0.027679772053484125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,LBN,2020,0.0,0.0,0.1411062184546807,0.04659691855816465,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,LBR,2020,0.0,0.0,0.07276867522429031,0.023377270092299382,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016->2020,LCA,2020,0.0,0.0,0.10449767163439837,0.0344599143832098,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,LES,2020,0.0,0.0,0.04964086414404966,0.015756276323240895,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016->2020,LIE,2020,0.0,0.0,0.10790106949555658,0.03552331054203114,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,LTU,2020,1.0,0.0,1.7072894662776732,0.3409305367320635,0.0,4.0,0.0,1.0,0.0,6.0,0.0,2.0
2016->2020,LUX,2020,0.0,0.0,0.22048115869577786,0.07620229636790432,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0
2016->2020,MAD,2020,0.0,0.0,0.12095156418313685,0.04026642648949356,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,MAR,2020,1.0,1.0,1.223519791101138,0.3007853840501501,0.0,3.0,0.0,1.0,0.0,5.0,0.0,2.0
2016->2020,MAS,2020,2.0,0.0,1.1291227417302012,0.18020629992788842,0.0,3.0,0.0,1.0,0.0,4.0,0.0,1.0
2016->2020,MAW,2020,0.0,0.0,0.10459949654427038,0.03445991473923106,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,MDA,2020,1.0,0.0,0.3824565181070083,0.1209424410289422,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0
2016->2020,MDV,2020,0.0,0.0,0.08798305068710052,0.028663299972263686,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,MEX,2020,4.0,0.0,7.243459923742108,1.3278311409442725,1.0,15.0,0.0,3.0,0.0,21.0,0.0,5.0
2016->2020,MGL,2020,4.0,0.0,1.5133770597019143,0.3006024675428464,0.0,4.0,0.0,1.0,0.0,5.024999999999636,0.0,2.0
2016->2020,MHL,2020,0.0,0.0,0.05930021250789091,0.01635851687555464,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016->2020,MKD,2020,1.0,0.0,0.1595453939382636,0.05289284281344803,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,MLI,2020,0.0,0.0,0.08559653431794051,0.02794942634911489,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,MLT,2020,0.0,0.0,0.11968163567334143,0.03986540658813179,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,MNE,2020,0.0,0.0,0.6507963860220299,0.21056871472538827,0.0,2.0,0.0,1.0,0.0,3.0,0.0,1.0
2016->2020,MON,2020,0.0,0.0,0.12642193692054207,0.041991408749545336,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,MOZ,2020,0.0,0.0,0.1976361556471334,0.06716289181492627,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,MRI,2020,0.0,0.0,0.16067075467204886,0.05079730424841789,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,MTN,2020,0.0,0.0,0.0541469348937776,0.017108702632121484,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016->2020,MYA,2020,0.0,0.0,0.05010518660442156,0.015895998688771607,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016->2020,NAM,2020,1.0,0.0,0.209137932846879,0.06986245197323743,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,NCA,2020,0.0,0.0,0.15851728184026348,0.053505551432986714,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,NED,2020,36.0,10.0,23.37762522990122,7.201979224940639,7.0,45.0,1.0,15.0,3.0,63.024999999999636,0.0,22.0
2016->2020,NEP,2020,0.0,0.0,0.10228105721916923,0.033740895726448616,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,NGR,2020,2.0,0.0,1.388208657988756,0.3235909028261957,0.0,3.0,0.0,1.0,0.0,5.0,0.0,2.0
2016->2020,NIG,2020,0.0,0.0,0.1756003007887284,0.046545136741638786,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,NOR,2020,8.0,4.0,4.148402412935941,1.0346717457071466,1.0,8.0,0.0,3.0,0.0,12.0,0.0,4.0
2016->2020,NRU,2020,0.0,0.0,0.056241912511107585,0.017435880439869395,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016->2020,NZL,2020,20.0,7.0,16.135727256303298,4.271829029592785,4.0,32.0,1.0,9.0,2.0,45.0,0.0,14.0
2016->2020,OMA,2020,0.0,0.0,0.08902653810243066,0.028806385873277936,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,PAK,2020,0.0,0.0,0.19215789213744291,0.06520445595392238,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,PAN,2020,0.0,0.0,0.1988301201683109,0.06892360792032086,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,PAR,2020,0.0,0.0,0.15543121524380848,0.05079694937316873,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,PER,2020,0.0,0.0,0.586266737647272,0.2140104121744481,0.0,2.0,0.0,1.0,0.0,3.0,0.0,2.0
2016->2020,PHI,2020,4.0,1.0,0.4305525741414771,0.11943493712291398,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0
2016->2020,PLE,2020,0.0,0.0,0.10463673102894559,0.03418578018808592,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,PLW,2020,0.0,0.0,0.06889875859197403,0.022194518374940974,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016->2020,PNG,2020,0.0,0.0,0.1535127911364775,0.05190385455507775,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,POL,2020,14.0,4.0,13.491354701499318,3.2371321384847467,3.0,25.0,0.0,7.0,1.0,35.0,0.0,10.0
2016->2020,POR,2020,4.0,1.0,2.3048242788279913,0.6113565842213234,0.0,5.0,0.0,2.0,0.0,8.0,0.0,3.0
2016->2020,PUR,2020,1.0,1.0,0.9014760500020643,0.2921304415133452,0.0,2.0,0.0,1.0,0.0,4.0,0.0,2.0
2016->2020,QAT,2020,3.0,2.0,0.3982229459713327,0.09296646987195226,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0
2016->2020,ROU,2020,4.0,1.0,5.524716182674253,1.4815373700782608,1.0,12.0,0.0,4.0,0.0,16.0,0.0,5.0
2016->2020,RSA,2020,3.0,1.0,9.27354412518377,2.4126493257473762,2.0,18.0,0.0,5.0,1.0,27.0,0.0,8.0
2016->2020,RWA,2020,0.0,0.0,0.10717154861195492,0.03436482736057229,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,SAM,2020,0.0,0.0,0.1643684131248624,0.05190449799992971,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,SEN,2020,0.0,0.0,0.1591985761688946,0.05423870924690718,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,SEY,2020,0.0,0.0,0.09960917364693106,0.032929296829959896,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,SGP,2020,0.0,0.0,0.5749816241357464,0.17581560085001213,0.0,2.0,0.0,1.0,0.0,3.0,0.0,1.0
2016->2020,SKN,2020,0.0,0.0,0.050808698824705435,0.01608460592699807,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016->2020,SLE,2020,0.0,0.0,0.0879015490704697,0.02866330831595103,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,SLO,2020,5.0,3.0,2.104917982906412,0.4931952323082353,0.0,5.0,0.0,1.0,0.0,7.0,0.0,2.0
2016->2020,SMR,2020,3.0,0.0,0.10602579769502508,0.03493600650877896,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,SOL,2020,0.0,0.0,0.07121313159740204,0.022878565885100385,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016->2020,SOM,2020,0.0,0.0,0.05414441921793698,0.01710870247688839,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016->2020,SRB,2020,9.0,3.0,3.8567713004681194,0.8952844338057779,0.0,8.0,0.0,2.0,0.0,12.0,0.0,4.0
2016->2020,SRI,2020,0.0,0.0,0.17270609300565892,0.0577333199941891,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,SSD,2020,0.0,0.0,0.05308689590552441,0.016743745049625235,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016->2020,STP,2020,0.0,0.0,0.07113371963886629,0.02287856521305094,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016->2020,SUD,2020,0.0,0.0,0.11052894935475659,0.03406403391995695,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,SUI,2020,13.0,3.0,5.515947303278761,1.6259288396044436,1.0,11.0,0.0,4.0,0.0,16.0,0.0,6.0
2016->2020,SUR,2020,0.0,0.0,0.06857704666588493,0.022004179548438026,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016->2020,SVK,2020,4.0,1.0,1.719789651536842,0.4608058673433148,0.0,4.0,0.0,1.0,0.0,6.0,0.0,2.0
2016->2020,SWE,2020,9.0,3.0,7.775380441830552,1.584823618715715,2.0,16.0,0.0,4.0,0.0,22.0,0.0,6.0
2016->2020,SWZ,2020,0.0,0.0,0.09183843436799284,0.029813212155762808,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,SYR,2020,1.0,0.0,0.1251488446073928,0.0402921585325789,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,TAN,2020,0.0,0.0,0.06741804989107146,0.0217202452572866,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016->2020,TGA,2020,0.0,0.0,0.12076254278150461,0.0398654065994641,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,THA,2020,2.0,1.0,1.8991597886573004,0.45047376550217877,0.0,4.0,0.0,1.0,0.0,7.0,0.0,2.0
2016->2020,TJK,2020,0.0,0.0,0.2878069231243211,0.08651698655872814,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0
2016->2020,TKM,2020,1.0,0.0,0.17017977499045922,0.05783877318575627,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,TLS,2020,0.0,0.0,0.0719927924949026,0.02287943957211686,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,TOG,2020,0.0,0.0,0.09276842209545176,0.028274245258060784,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,TPE,2020,12.0,2.0,2.4053919878740135,0.6642854483540528,0.0,5.0,0.0,2.0,0.0,8.0,0.0,3.0
2016->2020,TTO,2020,0.0,0.0,1.0183494678175316,0.25037202204730935,0.0,3.0,0.0,1.0,0.0,4.0,0.0,2.0
2016->2020,TUN,2020,2.0,1.0,2.008872540046067,0.5268728162209355,0.0,5.0,0.0,2.0,0.0,7.0,0.0,3.0
2016->2020,TUR,2020,13.0,2.0,5.16656120759168,1.1169860694473162,1.0,10.0,0.0,3.0,0.0,15.0,0.0,5.0
2016->2020,TUV,2020,0.0,0.0,0.0787323678243491,0.019238971301900748,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016->2020,UAE,2020,0.0,0.0,0.12736103650419645,0.033904005725789235,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,UGA,2020,4.0,2.0,0.48835002161077856,0.17895128825311968,0.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0
